text,label
@milfmob @yoPapi_chulo fight me you fucking obese niglet,0
RT @SuzanneEvans1: The Shocking True Stories Behind Your Favorite Classic Fairy Tales http://t.co/nINVwOXM9z via @HuffPostBooks,2
People are fucking retarded lol,0
@_____0__o______ faggot,0
"&#8220;@slllick_: Y'all be like.. "" I want a love like Rashad &amp; New New""... Shit y'all already got one. Lying about who you are ass hoes lmao&#8221; &#128514;&#128514;",1
@Rams_6 happy birthday bitch!,1
@oscarstyless Bye bitch byeeeee!,1
It's summer bitches.,1
"RT @ElJefeDeJefes4C: ""@Virgilio_LLA: Jammin these sad songs, smoking squares thinking bout bitches..."" lmfao",1
RT @RihannaHasAids: if I got hoes.. @ one of my hoes.. if not shutup &amp; never say it again,1
"Step up in the club smoothly with the L in my hand, bitches know I'm a freak like the elephant man",1
RT @UnCharted_: Don't get your panties in a twist. Just take 'them off and let my tongue twist around in your pussy instead.,1
I hate bitches. Thirsty ass bitches,1
Dem hoes be peeping out my dougie &#128131;,1
@sbsylvester bitch what but I pull more hoes the u dream of,1
RT @SarahMcintiree: A sideline bitch will tell you everything you need to hear if you just listen. She ultimately wants your man she dgaf a&#8230;,1
"RT @jogonzalez_23: &#8220;@shinglewarf: #single http://t.co/zLzg6sjBbh&#8221;

NOOO ""my nuts bitch"" &#128514;&#128553;&#128553;&#128553;&#128553;&#128553;",1
"""@Almightywayne__: Fuck Red Malone man bitch ass niggah"" could you please use complete sentences?",1
"Lesbians all be like ""yo-ho and scissor me timbers!""",1
"@ofhdirector Everybody, look at this bird-killing wind mill lover. ;-)",2
@Caroline_Poe bitch im 17? And i didnt follow you..? Hahaha,1
@BrendaGisselCA I'm not Mexican enough for the real beaners yet too Mexican for the Americanized beaners :(,1
"So, are the Olympics over in Brazil yet or what? I mean, yay sports! What? Stop looking at me like, &#8220;What are you, queer?&#8221; #GoRedskins?",1
@SamTrap84 in this world we don't spank the monkey the monkey spanks us.,2
RT @ImaKittttyy: Made Homemade chili and cornbread for dinner. And watching Supernatural with my fave boys!! Happy Saturday bitches! http:/&#8230;,1
I don't have a wife she my bitch for the night. If she was catching bodies then it might be alright,1
RT @Elisha40hands: bitch you got too many teeth in your mouth,1
"@JedZiggler I say it all the time same with fag and queer it's all about the context I suppose, some people are just looking to get offended",1
Just saw a lady that looks like honey boo boos mom. Goddamn that bitch is ugly.,1
RT @YABOYLILB: *rides into the pussy on a gym class butt scooter* http://t.co/573pZSOuc1,1
"Not 1 bit of courtesy from any of these bainbridge isl. ferry riders... Fuck em next time I think s gonna ""break down"" paybacks a bitch",1
"@APrivilege lmao.. Brutal for the nigs who can't get jobs, lol..",1
gotta remind myself to put da phone down sometimes cuz I get sidetracked when I see all these bad bitches n den get mad cuz I cant meet em,1
RT @THOTSNEXTDOOR: I just wanna spread your legs &amp; kiss &amp; lick my way down to your pussy just so I can feel every bit of wetness on my tong&#8230;,1
Lmao RT @checkmyaura: &#128514;RT @__malik07: That's all it take ? Ima start lifting bitches up after the club too,1
@DeeMayweather the fck? dem bitches always got sum shit wit them....,1
My niggah,1
"She just want her pussy ate, she ain't gon text u back afterwards RT @chaannyyyy: who wants to hang out&#128069;",1
@Mathanugg You mean the one I colored with crayons isn't copacetic?,2
I feel bad for her nicca tho ... Ya girl a hoe my nicca!,1
#youaremoreattractive if u a real bitch!,1
"me: *complains about suburban white girls*
suburban white girl: you're a bitch
me: ok u literally just proved my point",1
Did he say the tastiest cuts or cunts??,1
"RT @dcolbray88: ""@VonDreaam: If I post a picture of my woman, All you hoes jumping off a bridge tonight! Lol"" #OhKillem&#128544;&#128299;",1
Eyebrows up and down like Wall Street homes... RT @Apex_Alpha95: RT @Nubie_C: Y'all bitches wilding with pencil &#128533; http://t.co/WxwRBeE0Ok,1
RT @brownandspicey: &#8220;@KB_Three: Can I sit on your face &#8212; Sit on a hot stove bitch http://t.co/0qc5Mz3pDL&#8221; &#128553;&#128514;&#128557;&#128514;&#128557;&#128514;&#128557;,1
@ChristyMack fugly bitch john will dump ur ratchet ass,1
"@JfromHuntington #Savages 
Day is like coloreds dat wrap day hoes like mummies",1
Yo that nigga at #USC was lying &#128514;&#128514;&#128514;&#128514;&#128514; had y'all bitches calling him ya MCM and all how do u feel....ok back to you Bob,1
Man it's some bad built bitches in San Antonio.....&amp; if u can't wear a thong on the beach yo ass bet not retweet this,1
"RT @KingCedd_: Hit the bitch nd forget the bitch, but i left my kids on her fuckin face",1
"pussy ass people with guns and knifes, foh i appreciate the people still willing to throw hands ^_^",1
"RT @Lion_Heart__: &#8220;@FinallyGotANude: ""hippie dressed Tumblr bitches Smoke a blunt and all of a sudden they're the most abstract thinkers of&#8230;",1
Ol bitch ass look like she got a bobble head. @lilshwenda,1
Ha dat bitch in jail,1
@Deeiiggee hey bitch if your gonna talk shit tag me and quit being such a bitch how did I fuck up the car? Cause it won't hold air dumbass,1
I don't like that bitch.,1
@AdamBaldwin @ChicoDelainky clams to be a comedy writer. #untrue,2
"Big bird holds press conf claims ""he does not care for the letter f""",2
RT @VersaceTweetGod: Leotard not leopard. Zeeti hoes dumb. &#8220;@JennnVeee: &#8220;@DJZeeti: twitpic a selfie wearing a leotard&#8221; http://t.co/8fQP7fpb&#8230;,1
"A wise man once said ""Damn I hate a bitch that like to argue nd shit""",1
"@miranda_mills okay, let's fight you ginger faggot",0
Drop dead gorgeous but the bitch ain't dying for a nigga,1
niggas not stepping up they still tryna get back in the day kinda pussy lol,1
RT @If_ItAint_B: Miami isn't a good city at all...don't believe the shit you see on TV that city is trash.,1
RT @shantelb_: &#8220;@WeAre_XCI: I know bitches who sell pussy for 3.5's&#8221; &#128514;&#128514;&#128514;,1
RT @gab_mccarthy: @rosestokoe @JuliaMarie892 @_suline @violetethompson @CAmatuzzo but then there's the yellow writing on the black jerse ...,2
@blastmccurdy in your dreams little leprechaun hemroid,1
Mutes pussy.. And ***** and ***** smh,1
Best behaved kids ever at mommy's commercial audition. Oreo McFlurries for everybody! #proudmom&#8230; http://t.co/9HFNSmaLcU,2
@woahrach thanks bitch,1
greatwhiteprivilege: straight people are like &#8220;can we all just be nice to each other&#8221; and queer people are... http://t.co/MiKfbLNZII,1
RT @army_constancio: &#8220;@1ProudMahomiee: @army_constancio http://t.co/15iZirYyMj&#8221; bitches have me like..,1
RT @NerdAtCoolTable: You automatically a hoe if somebody calls you one.,1
"@karmendanielle_ aka he wanna keep you warm, shoulda just introduced himself #coons",2
I'll always remember feeling like I was no good. Like I couldn't do it for you like that whack bitch could.. &amp; it's all because you lied..,1
RT @MaryWCVB: Charlie Baker about to make his final election eve campaign stop- here at Swampscott High School. #wcvb #wcvbpoli http://t.co&#8230;,2
Everyone staring at me like whats this bitch doing here &#128557;&#128557;&#128557;&#128557;&#128557;&#128557;,1
@RedNationBlogga fuck those faggots,0
Wait a min RT @angie_goodwood Or her pussy RT @KingHorseDick That Rihanna cologne for men probably smell like curry goat and nail clippings.,1
Dyke pastors be in The Lords house tryna cuff all the pussy bruh bruh,1
@SalaciousSully I am always amazed at your resilience to keep on going into the night shift. Is it really better than the T.O. ghetto?,1
"RT @GrownAssMidget: I&#8217;m a bitch? You&#8217;re a bitch. Your mom&#8217;s a bitch for having a bitch, your dad&#8217;s a bitch for fucking a bitch. Now who&#8217;s t&#8230;",1
Your bitch choosing just Let'R!,1
@bbluedreamm bitch don't reply&#128524;,1
@tjdunn23 you're such a darkie.,1
RT @RIPvuhsace: Most of yall females boring as fuck then yall wonder why niggas only talk about havin sex bc theres nothin else to talk abo&#8230;,1
Jihadi streams: British #ISIS fighter identified as Abu Abdurahman Al Britani killed in action. http://t.co/Ksowd8rRCk,2
@FOLLOWNOVA Yooo I was thinking bout that the other day lol.. You only really speaking of one person my niggah,1
But who is me &#128129;to TALK &#128266; about the next bitch flexing &#128170; when&#9757;&#65039; I done don it before &#128588;&#128077;&#128591;,1
I hate the ghetto trash at the special school across the street from my building. All of them will grow up to be criminals.,0
God people can be so mean. This Asian guy held the door for these girls and they said they were surprised he could see it with his slant eye,2
I hate all these industry fags. I hope they all get the Nigerian Summer Flu,0
As soon as a bitch think shit sweet.... Give em wat they been asking for!,1
You bitches that entertain all the attention you get from these niggas are the worst kind of hoes there is,1
If you dont know uncle JJ your a bitch,1
the bitch loudly cheering for the netherlands at rosa mexicano does not seem to value her life,1
"I fuck with lux and his knowledge but mooks presence, delivery is connecting more to the people. Crazy.",1
RT @thatgirlran: &#8220;If your 15/16 ACT like your those ages not like your 20. Its not cute.&#8221; That awk moment when I thought this tweet was abo&#8230;,2
.@agie_sweet36 @VedanteBreh12 @TravelNevada Try visiting @thewashoeclub at night for a real spook!,2
@harley_schuder @ShitPussiesSay and you're a hoe,1
"RT @sportswithjohn: Dani Alves uses his new gray hair to talk himself out of a yellow card, telling the referee, ""I am but a humble senior &#8230;",2
wouldn't be such a bitch if people didn't piss me off 24/7,1
RT @anticvlum: @NoneShallPass97 trash eating trash,0
RT @_LLcooLJ: bitch i don't fucking know you,1
Girls watch out for hoes who always have something to say bout your man bc they will be the main one tryin to fuck him behind your back,1
@QueenSAVage97 naw I Juss like making you a lil mad &#128514; I have been gone for too long tho I hate the boonies&#128589;&#128564;,2
Peace my friend..Only Peace..I am not your enemy..Dont say that word again..Look at my Facebook wall..One of my best friends ever was a Moor,2
"RT @Huntermoore: If she doesn't take it in the ass, tell the bitch you'll pass.",1
Just got done taking some photos with brownie #flowcity,2
Lolololol not to be a hoe but that was a nyyce one,1
RT @moneygang_ROD: Musty pussy maggot bitches tryna lick my sac for riches. @OGMaco Fuckemx3,1
"#porn,#android,#iphone,#ipad,#sex,#xxx, | #Japanese | Young Japanese girl&#8217;s hairy cunt creampied http://t.co/rg3PObaKKD",1
@HTTRdcRising fuck your redskins bitch!,1
@khamillkilroy &#128514;&#128514; Shy Glizzy,2
@jrsmith12 @jaynovel let these hoes be great,1
RT @SLeyTMF: Too many bitches not enough queens,1
Gabby's a bitch and has two accounts,0
Fucc nicca,1
Fat fucking funky nasty ass hoes,0
Cheater cheater pumpkin eater where'd you find that no good white trash hoe. #trashy #sloots,1
"@JunDishes thank god I'm just an "" old redneck bitch"" from Memphis ,Tn. And not a troll",1
RT @KINGTUNCHI_: Fucking with a bad bitch you gone need some money lil homie!,1
Love fat hoes n tight clothes n granny panties seeeexxaaaay.,1
RT @xTayGOTTII: &#8220;@__DatTootieGurl: @TaeFrmUTW @xTayGOTTII iont Like yall always talking. Not even tryna be funny thou rns&#8221;&#128514;&#128514;&#128514;&#128514; bitch I do&#8230;,1
"Hurry up nigga this the last key, they dont know where the fiberglass safe at, to get in that bitch you need a glass key!",1
Sheehey back door cuts still go un guarded! #IU #HoosierHoops #hoosiers,2
&#8220;@pot_headed: Ready for another tat doeeee . &#128527;&#8221;by me right hoe!,1
@SFGiants trash smh game rigged bumgarner took roids,2
Left a nice little message in his inbox so he deleted the comment where he called me a bitch &#128514; these&#8230; http://t.co/qRUvCVNepv,1
"RT @RAYCHIELOVESU: No &#8220;@3rdeyechillin: That really happens ?

""@opnminds: who doesn&#8217;t like it when a random bad bitch hits you up just to s&#8230;",1
@EmpressTaTa aww man we had a BALL. Small lil affair. Set that bitch out!,1
"bitch made, dudes actin bitch made",1
RT @FeelinYurTHROAT: Don't watch me you beta watch your bitch nigga!,0
I hate fat bitches,0
Bahaha omg &#128518;&#128557;&#128586; this bitch is crazyyy . http://t.co/HFkTledkpa,1
@0ddment I could fuck a bowl of graham cracker cereal,1
I'm lactose and hoe nigga tolerant,1
I swear ain't nothing worse than a bad bitch that lost it,1
Matt got the shades on tryin to scope a bitch http://t.co/Ywaq3Hg0WF,1
@JimNorton Hey Jim you'll love this http://www.wwtdd.com/2010/05/gabourey-sidibe-is-a-complete-bitch/,1
bahaha karma is a bitch,1
"""@GirlThatsVonte: These hoes be thinking Meat won't slap they ass &#128564;&#128075;"" ainna bruh",1
RT @O3_Millz: &#8220;@xDSmooth: @1BookieG bitch we RMP fuck who don't like&#8221; I don't like &#128530;&#128530;&#128530;,1
All these hoes say that wanna be cuffed bitch cuff this dick,1
Free that hoe 1x &#128520;,1
been a long December hasn't it? counting crows (:,2
RT @ChicoTheWolf: #DavidPullsBitches &#8220;@davidam_23: #TweetSomethingYouGetAlot Go talk to all your other hoes&#8221;,1
A lady approached me asking me if I was religious and when I said no she scolded me on how I'm going to hell. See you there crazy bitch &#128520;,1
@DudeWithAHighKD @jeffreyhaas @JUDDNATION she sucks..bitch cant even pretend dance.,1
RT @MarkB_LifeStyle: They trash... RT @B_Dot_Conto: Pointless Bitches In The Club RT @RooseveltChaun: Smfh http://t.co/X4o0wmAtws,1
You're a dumb bitch. Wow.,1
Bout to put me some hoes on backpage .. Try my pimp hand out! &#128526;&#128075;&#128162;,1
RT @MichaelBlackson: #ShoutOut to ChrisBrown for beating up another bitch,1
"RT @OmarImranTweets: Media be like:

*Muslim whale attacks US Navy*
*Muslim tiger attacks Zookeeper*
*Muslim bird attacks Eiffel Tower*
*Mu&#8230;",2
@Kelseyyvirginia im talking about the pucture of the pussy cat you nit twit,1
I'm gonna go ape shit if there is an IF Uchida,1
"I learned that every bad bitch comes wit mood swings just like mortal kombat, Liu Kang, so true mane",1
the craziest hos for no reason on TV hands down are Teirra Marie (however ghetto way she spell it) and Siah's cute ass girl,1
RT @mirah_101: i look at EVERY bitch ass that walk past me !,1
RT @Sosa_chello: Ian worried bout a bitch who ain't worried bout me &#128526;&#128175;,1
Im wit yo bitch smokin. Let her keep the mid Imma roll this potent,1
Friendly advice to western reporters in Kobane: don't advertise your location. Jihadis are tracking u &amp; consider u a high-prize target #ISIS,2
I guess none of deez rappin ass niggas wanna throw dem bitches wit da big homie @gucci1017,1
"Once we break up, ion want the pussy nomore... RT @CPrice_504: Y&#8217;all really hate @Xbox huh?",1
"Just to get u mad go on your search bar on here and search up ""stupid niggers"" &amp; hop on somebodys head then mention me lol @stonethegreat23",0
Just straight ignorant bitches #WhereTheyHeadsAt,1
the train station Harry's at is trash I've been to the same Eurostar too they refunded my whole trip to Paris bc train accident,2
RT @TrayPizzy: Not into dressin' to impress these bitches or niggas...,1
"Bands will make her dance , stamps will make her twerk , If Romney becomes president , these hoes will have to work.",1
@samistonge some fucking bitches &#128514;&#128514;,1
RT @FuckTraVonn: Niggas madd gay RT @CirocBwoy_: teachers giving niggas pussy and they snitching. incredible,1
@rhythmixx_ why you gotta hoe me like that,1
All deses bitches turnt up I'm fenna turn em down,1
"&amp; thots are wearing Uggs RT @BigBootyJudy814: #ItsFallBecause negros are pulling out their Timbs""",2
These hoes need to stop hittin blunts and hit the gym unhealthy mfs &#128514;&#128514;&#128514;,1
bad bitch,1
RT @Thirst22: Hoes love justifying other hoes actions. That's how you easily know who be hoeing.,1
RT @III_XXVIII_LIII: Omg the two monkey twins had never to call another girl ugly. They got thicker mustaches then me &#128534;,1
"@HarveyLevinTMZ @sly309 they want what I got, I want what they got, America.they got the word nigger, I want it to",0
RT @BigNorton: I tweet like a nigger,1
"Don't talk about Homecoming until you actually do it. Otherwise, anti-NF people have a reason to mock the Party.",2
&#8220;@JasminePhillies: wulf bitch http://t.co/foejLgirAd&#8221; thank you&#128079;&#128079;&#128079;&#128079; http://t.co/daHQZU040n,1
@just_priss I understand but stop venting on this bitch you give to much insight in to your life &amp; these people don't deserve that,1
In class tearing up like a bitch,1
"RT @Oh_My_Nina: Amen. RT @IgnorantLesbian: Overall bitches, do better and stop being so stupid cause yall hoes are stupider than ya realize.",1
@wodaeeex3 it didnt open das y i asked cus i thought yu ate wat i had Pork chops yellow rice n beans,2
Hoes get in this bitch ... Talk about irrelevant shit ... &#128514;&#128514;&#128514;,1
"@stephen_taylor @jproskowglobal So they could complain about racial profiling I'm sure, bloody twats",1
"Only people not home right now are nurses, hoes, &amp; niggas tryna hit them hoes&#9996;&#65039;",1
"For those wondering why DHS was buying up all the ammo, now you know. Once the Charlie Manson er, @BarackObama race war starts its on #POTUS",2
These bitches love soda,1
These bitches always trippin,1
RT @SEMAJ_HOEE_: &#8220;@tiffanyluxride: Damn so many fake niggas &amp; bitches&#8221;,1
RT @CraziestSex: if you don't eat pussy you're childish and immature.,1
&#8220;@NeiAllure: &amp; you should feel disrespected if a bitch try to suck you up with dry lips. &#128128;&#128128;&#8221;,1
RT @2Necklaceez: I'm in this bitch yaaa I do my thanggg &#128079;,1
@_Aly_baby_ well at least If you're going to do somthing you do it.. And don't bitch out.. Even when it's the wrong thing &#128527;,1
Lookin like a total swag fag ayeeee,1
RT @sTyLeZkEy354: How u talkin to hoes bout bronem?............why u talkin to hoes bout bronem?,1
RT @MikeDevrnja: &#8220;@SavannaaSanford: sucha hoe&#8221; @GAYD69,1
RT @coolgirl71899: bitch act like she never seen a face mask #bitchplease http://t.co/uQQ0K8H89l,1
"I'm just saying, in your twitter pic you look like such a guido and i love it #pattyfuckingboges",1
Dumb bitch don't know her colors &#128553;&#128553;&#128514;&#128514;&#128514;&#9996;&#65039;&#9996;&#65039;&#9996;&#65039;&#9996;&#65039;,1
What a trash franchise. RT @ArashMarkazi: Fergie will sing the National Anthem at the Clippers season opener tomorrow.,2
RT @itsDeSha__: when you @ a bitch they never talking bout you all of a sudden &#128514;,1
"RT @gamma_ray239: The wicked witch of the east is DONE!!!! NOW, send that vile bitch to Syria http://t.co/kEUI4XetTd",1
&#9733;@&#9733;@&#9733;@&#9733;@&#9733; GRAND OPENING ! &#9733;@&#9733;@&#9733;@&#9733;@&#9733; TOP CLASS &#9733; Oriental Massage &#9733; PERFECT !&#9733;/ http://t.co/ydZYr4dVS4,2
"RT @ShadonHendrix: Same hoes running back tellin you shit about me be the same hoes trynna fuck you, same niggas tellin u shit be the mayne&#8230;",1
@kim92493 @_NikeCaptain_ @Tae_Rhodes I was implying you we're the bro &amp; them two aint nothin but lil hoes..c'mon now I or you Kim,1
&#8220;@LakeshoreJohnny: Eliot was a pussy.&#8221; MMMMMETHER,1
A dyke who wears strap ons can't brag to me that she beats the pussy better than me because her dildo can't cum and make her stop.,1
"Pussy like girls , zaaaammnn is my pussy gay &#128035;",1
They updated Wukong's new splash so it doesn't look so fucking retarded,1
Both but that was the old me lol RT @KandyYAMMSZ U be havin bitches on deck for the sex or it's a new joint every time?,1
RT @SunFlowerTrue13 @ThoughtsOfRandy Im speaking on Ho niggas + hoe niggaz probably don't dig natural styled hair period...,1
RT @itsDeSha__: hickeys hurt I don't see how people always have them hoes .,1
"If you would have followed George Washington in 1776, it means that you're white trash.",0
I have such a horrible perspective of time. I think I might be retarded smh,1
RT @dabosss_: &#128056;&#9749;&#65039;&#8220;@100046729: #oomf lying knowing he don't be bored in Brusly fckn that bald head hoe.&#8221;,1
@jon_wayne_miles you better of called that kid a pussy!,1
"RT @cthagod: You know my motto ""It Ain't Tricking If She's Worth It"" but fuck first, trick later depending on the potency of the pussy.",1
Emoji ass nigguh,1
@BriannaLovesA my trick is I wait for the bird to get close to the pipe and then tap the screen! So you never hit your head.,2
I was such a pussy back then lol like its crazy,1
@DanielM023 Hell na !! Hes a honky brah,1
@WFopitei eat shit. Who are you working for?! You nappy bitch.,1
"Fighting on the Internet is like competing in the special Olympics, even if you win, you're still retarded.",1
"He died for a reason RT @ShyThugg: ""@viaNAWF: I didn't follow you back cuz you fat, bitch. Foh large hoe."" Jesus ain't pleased fam",1
"@morgantayler_ I apologize Morgan, but a bitch was blind for a whole 35 seconds!!!!",1
"Dreaming of the pussy that I slept on, ""cat nap"".",1
Broke pussy boy Deion's record.,1
@JadeGreenleaf @DailySexSupply am i really a fag if I'm liking that video,1
"RT @krisinizu: I'm telling you, shaved pussy is ugly.",1
RT @05proFESSOR: @idontbekaren @kelseysocrazy .... this is what all of my bitches say hahaha http://t.co/dHK7eU97Dc,1
That damn lispy mouth bitch knows.good in hell well Tara wasn't a damn roommate! Damn rocks for brains man! Lol,1
"RT @yepitstrey: I Be Like

&#128663;_____________&#128659;
Fuck! Here come the 5'o

__&#128663;______&#128659;__
Be cool son

___&#128663;&#128659;_____
Man fuck 

___&#128659;___&#128663;____
bitch ass &#8230;",1
Here this nigga go RT @ZigzagsxKush: Damn dark skinned hoes be havin all that ass but be lookin like pokemons &#128553;&#128555;,1
"My name is Bryanna you can find me at @1bree_bree, I'm the baddest bitch you'll meet, because everybody wants to be me&#128514;&#128514;&#128514;&#9996;&#65039;&#9996;&#65039;",1
RT @gorgeouss_kee: @joytooawesome @vintage_monroe_ &#128528; bitch.... Yall relationship ain't shit but a theory,1
@T_FLYE he killed that hoe though,1
"RT @SportsCenter: For the last time, The Captain takes the field at Yankee Stadium. http://t.co/c9TI4FkSkn",2
"RT @sugaarCanee: Hoes be like ""go talk to one of your hoes"".... I be like ""you are one of my hoes""",1
@BarackObama Biden was a winner last night? Yea right like Charlie Sheen Really was a a winner too.... #winning lol,2
RT @RichBitxh_: Highwaisted jeans are not made for everyone bitches be looking horrible,1
Make up artists = cover up for selling pussy or second gig for bartenders or students,1
I love when girls pass up the guys who want Something real and to treat them right for the guy who just uses em cuz then they bitch about it,1
"@Shitter_Gape @OptimisticDoom 
Hey...hoe di doe...dat is funny if its da girl",1
"RT @causeweregirls: Bae: ""Go talk to your hoes""

Me: http://t.co/kKk5pSBv9F",1
"I know right. Get one guy out!! Man! @pjmclaugh: You had ONE JOB, Josh@Nobz13 Outman! #Yankees&#8221;",2
"@DomIzDope lmao I've always wanted to ski..bust my ass or not I'm innat hoe, fit and all.",1
@Cesar_K_Garcia text me niggah!,1
@ScootieMcB bitches need guidance. Lol,1
RT @YaboySkeete: This bitch slow lmaoooooo http://t.co/oPmDp5RgLV,1
RT @DrummerKid0328: But if I run into that niggah imma let you know &#128165;&#128299;&#128175;,1
Funny thing is....it's not just the people doing it. It's the people who seeing these pics and judging the birds. Just as wrong.,2
I'll let u clam on top and let dat nookie pop I'm in dat cookie jar I ain't no rookie girllll,2
RT @Brit_Stratton: Justification of my bitch face. Thanks @zzachbarness. http://t.co/A6giLjeE4x,1
"@MIKEB_IN_THE_D you're still a free world bitch , don't deserve your 313 area code !",1
"&#8220;@DStacks__23: If you aint got shit goin for ya self, what bitch gone want you&#8221;&#10071;&#65039;&#10071;&#65039;&#10071;&#65039;",1
holy shit i am just getting dunked on by a cripple this is unreal,1
"Fuck this I need a fat bitch, these skinny bitches ain't hungry for da mula hahaha",1
pussy put his ass to sleep,1
"Or ""don't vote for the cripple"" amirite? bigot MT @DawnnaDukes: Vote #VoteWendyDavis for Governor of Texas. http://t.co/LnAeW8CCoD",2
RT @verseunanswered: Did that bitch from Frozen ever let it go?,1
@C0MMONLY @scorpiogans93 @EcliptiK pussies,1
RT @NooFatChicks: When the lazy eye bitch was tryna put up a front with me http://t.co/EHGPT5BaA2,1
@JAYREIDOFFICIAL I want it to be somewhat of a collage .. Money jewels cartiers etc .. Jus little shit to let niccas know we still here,1
Dude live next to me be hitting some ugly ass hoes Got Damn,1
RT @halfricannnnn: Me and @Vin17Bricksquad are in our yellow submarine rn.. &#127754;,2
RT @AbortionFunds: Grateful for the profound hospitality of volunteers who open their homes to patients traveling long distances for abo ...,2
"Dawg, what the fuck happened to ""so and so"" where did they go? Too worried bout bitches and fashion they go missing in action..",1
@BarackObama @MarchForInnov send them damn beaners back where they belong n the US aint it,0
I love jigg jigg&#128514;,2
You know how trash of a grown ass woman you gotta be for a nigga to be fucking around 17 year old? 10 year old landfill trash.,1
International law enforcement operation disrupts Shylock banking malware - PCWorld: International law enforcem... http://t.co/NPVP80gFh6,2
"Grats to Haye, still a bitch though",1
RT @ayooo_moee: walk like a big bitch now.,1
like. animal crackers are legit the best snack,2
"@RicoChavo oh, you cute, you fancy bitch!",1
Back in this bitch again....,1
