text,label
"Is it possible to connect a atari monochrome monitor to some kind of VGA card?

If someone have done this please let me know how.

	Thanx",3
"SOMEONE PLEASE BUY THESE BOOKS!!!!!  I AM NOT ASKING MUCH!!!!!!

LIQUIDATION!!!!!! Send me your offer!  No reasonable offer refused!
First come first served! I JUST WANT TO GET RID OF THESE BOOKS!!!
JUST MAKE ME AN OFFER!!!!!  

* Calculus w/ Analytic Geometry by Authur B. Simon (copyright date 1982), below avg condition but still readable!  Give me $8 (shipping incl) and its yours!

* Writing good software in Fortran, Graham Smith.  $12 (shipp incl) 

* General Chemistry Principles & Modern Applications, R. Petrucci, fourth
  edition.  Big Book! (this book + following 2 books $20 for all 3!!)

* Solutions manual for Chemistry book. 

* Study guide for Chemistry book. 


Send me your offers via email at 02106@chopin.udel.edu

",6
"[reply to geb@cs.pitt.edu (Gordon Banks)]
 
 
 
I made a decision a while back that I will not be bullied into getting
studies like a CT or MRI when I don't think they are indicated.  If the
patient won't accept my explanation of why I think the study would be a
waste of time and money, I suggest a second opinion.",13
"
You're supposed to delete everything above the ""cut here"" mark, and
below the lower cut here mark, and uudecode it.  but 
*I was not able to: unexpected end of file encountered at the last line.

could you please re-post it, or tell be what I'm doing wrong?

thanks,i.a.,
Mickey

",2
"Several years ago, while driving a cage, a dog darted out at a quiet
intersection right in front of me but there was enough distance
between us so I didn't have to slow down. However, a 2nd dog
suddenly appeared and collided with my right front bumper and
the force of the impact was enough to kill that Scottish Terrier.

Apparently, it was following the 1st dog. Henceforth, if a dog
decides to cross the street, keep an eye out for a 2nd dog as
many dogs like to travel in pairs or packs. 

I've yet to experience a dog chasing me on my black GL1200I which
has a pretty loud OEM horn (not as good as Fiamms, but good enuff)
but the bike is large and heavy enough to run right over one of
the smaller nippers while the larger ones would have trouble
getting my leg between the saddlebags and engine guards. I'd
def feel more vulnerable on my '68 Trump as that'd be easier
leg chewing target for those mongrels.

If there's a persistent dog running after bikers despite
complaints to the owner I wouldn't be adverse to running
over it with my truck as a dogs life isn't worth much IMHO
compared to a child riding a bike who gets knocked to the
ground by said dog and dies from a head injury. 

Any dog in the neighborhood that's vicious or a public menace
running about unleashed is fair game as road kill candidate.",8
"Bill Vojak:

 BV>I read in the paper yestarday that Ted Turner wants to ""trim"" down
 BV>his media holdings and is putting CNN up for sale.  The #1 potential
 BV>bidder?  TIME/Warner of course.  Sigh . . . . . Just what we need. :-(

 Maybe now's the time for us, the NRA, GOA, CCRTKBA, SAF, et al to band
 together and buy CNN as *our* voice. Wouldn't that be sumpin....broadcast
 the truth for a change and be able to air a favorable pro-gun item or two....
---
 . OLX 2.2 . There is no way they can get over here!        A. Maginot
                                                                   ",16
"Does anyone have a list of the clock counts for pentium instructions --
or know if the INTEGER mul is down to 1 tick?
",3
"Gordon Rubenfeld responds to Ron Roth:
GR>
GR> RR> Well, Gordon, I look at the RESULTS, not at anyone's *scientific*
GR> RR> stamp of approval.
GR>  
GR>    If you and your patients (followers?) are convinced (as you've written)
GR>  by your methods of uncontrolled, undocumented, unreported, unsubstantiated,
GR>  subjective endpoint research - great.  But, why should the rest of us care?

 Gordon, even if you are trying to beat this issue to death, you'll 
 never get more than a stalemate out of this one!
 I have never tried to force my type of medicine on any of you. Why 
 should I?  My patients are happy. I'm happy. You and your peers seem 
 to be the only miserable ones around bemoaning the steady loss of 
 patients to the alternative camp.
 Just look at Europe. There has been a steady exodus from 'synthetic' 
 medicine for over a decade now, and it'll be just a matter of time
 before more people on this continent will abandon their drug and white 
 coat worship as well and visit different doctors for different needs.

GR>     You see Ron, the point isn't whether YOU and your patients are
GR>  convinced that whatever it is you do works; it's whether what you do is
GR>  MORE effective in similar cases (of whatever it is you think you are
GR>  treating) than cupping, bloodletting, and placebo.

 This is very interesting. I have come exactly to the same conclusions
 but in regards to *conventional* medicine.

 You see, I don't just treat little old ladies that wouldn't know any
 different of what is being done, but a bulk of my patients consist of
 teachers, lawyers, judges, nurses, accountants, university graduates,
 and various health practitioners.
 If these people have gotten results with my method after having been
 unsuccessful with yours or their own, I certainly wouldn't lose any 
 sleep over whether you or your peers approve of my treatments --- 
 let's face it, with all the blunders committed by ""scientific"" MDs 
 over the years, I know a lot of people who hold your *scientific* 
 method in much lower esteem than they hold mine!

GR>  As far as we know ayurveda = crystals = homeopathy = Ron Roth
GR>  which may all equal placebo administered with appropriate
GR>  trappings...
     
  Sorry, but I'm not familiar OR interested with what appears to be 
 'NEW AGE' medicine (ayurveda, crystals), with the exception of homeo-
 pathy, of which I took a course. But Gordon, you already knew that -
 you just wanted to make my system look a bit more far out, right?
 
 I use homeopathy very little, since my cellular test (EMR) is hard to
 beat for accuracy and minerals are more predictable, while homeopathy
 does have a problem with reliability, especially in acute conditions.
 An exception perhaps are homeopathic nosodes which act fairly quickly
 and are more dependable in certain viral or bacterial situations. 

GR>  My colleagues and I spend hours debating study design
GR>  and results, even of therapies currently accepted as ""standard"".
GR>  As good (well, adequate) scientists, we are prepared, *if 
GR>  presented with appropriate data*, to abandon our most deeply held 
GR>  beliefs in favor of new ideas.

 I have met the challenges of hundreds of sceptics by verifying the
 accuracy of measuring their mineral status to their total satisfac-
 tion --- in other words EVERYONE INVOLVED is happy!
 If you were to cook a meal, would you worry over whether EVERYONE 
 in this world would find it to their liking, or only those that end 
 up eating it?
 Since I have financed every research project that I have undertaken 
 entirely myself, I don't need to follow any of your rules or guide-
 lines to satisfy any aspects of a grant application, which YOU may 
 have to; neither am I concerned of whether or not my study designs 
 meet your or anyone else's criteria or acceptance. 

GR>    Sorry Ron, if conviction were the ruler of truth, a flat Earth would
GR>  still be the center of the Universe and epilepsy a curse of the gods.
                         
 I think there would be more justification for an uneducated person
 growing up in an uncivilized environment to believe in a flat earth,
 than for a civilized, well educated and scientifically trained mind
 to follow the doctrine of evolution.
 Genetic engineering of course is now the final frontier to show God
 how it is (properly) done. Now we've become capable of creating our
 own paradise and give disease (and God) the boot, right?

 But just before we get rid of Him for good, perhaps He could leave us
 some pointers on how to solve a couple of tiny problems, such as war, 
 poverty, racism, crime, riots, substance abuse... And one last thing, 
 could He also give us a hint on how to control natural disasters, the
 weather, and last, but not least --- peace?

   --Ron--",13
"I change login passwords every couple of months.  I sure would suck if I had
to get a new sparc station everytime I wanted to do this.  It seems that this
is what they expect you to do if you want to routinely change your password
on your phone.  I'm sure the government contractor doesn't mind, but a system
where you can cheaply change keys (DES) has inherent security advantages, 
regardless of the algorithms involved.",11
" 
   Not necessarily.  I've been thinking about this, and if this chip/scheme
is to provide any real security, there must be some sort of key exchange,
either using a public-key encryption scheme, or using a key exchange scheme
like Diffie-Hellman.  If there's an out-of-band transmission of a shared
session key, then what protects that band from eavesdropping?  If the phone
company or some other online central authority generates a session key and
sends it to both users, then what's the point of going to the trouble of
having some complicated key-depositories?  Just ask the phone company for
a copy of the session key for each call.
 
   Now, it's probably not practical for each user to keep an online copy of
every public key used by anyone anywhere, right?  So, probably, there will
be some way of getting these keys verified.  This might be a digitally-
signed (by the chip manufacturer) copy of the public key in this unit,
stored by this unit.  It might also be an online directory with access to
everyone's public keys.  (This would introduce another weakness to the
security of the scheme, of course.)  Presumably, if you don't use your
designated key, you can't get a verified connection to other standard chips.
 
   It might be useful to have a modified chip, which would allow you to
use either the original public/private key pair, or some other key pair
and verification scheme.  Unfortunately, this would not allow you to call
most people and establish secure communications....",11
"Well, there *is* a difference.

I don't happen to have my SAE manual handy, but oil viscosity in general
_decreases_ with temperature.  The SAE numbers are based on a `typical'
curve that oils used to all have, running from (say) the viscosity of a
room-temperature 90-weight at 0C, down to (say) that of a room-temperature 
5-weight at 20C, for a typical 40-weight oil.

Oils that are designed for operation in `normal' temperatures just have
a weight specification.  Oils that are designed for operation in exceedingly
cold temperatures have a `W' tacked on the end, so in winter in a cold
place, you'd stick 10W in your car in the winter and 40 in it in the summer,
to approximate the appropriate viscosity throughout the year.

Modern multi-viscosity oils change viscosity much less with temperature.
As a result, their viscosity graphs cross over several curves.  A multi-vis
specification pegs the curve at two temperatures, a `normal' operating
temperature and a `cold' one (though I can't remember the numbers...).

In any event, the weights do indicate a significant difference.  Remember
that your engine is temperature-regulated (by the thermostat and
radiator or air fins) most of the time -- unless you overheat it or
something.

Any weight of oil is better than no oil, or than very old, carbonized
oil.  Thin oil won't (in general) lubricate as well at temperature,
thicker oil will (like a 20W50) will lubricate better at temperature, 
but not as well during startup, when most engine wear occurs.  

If you're planning on making long drives, the 20W50 is probably fine
(esp. in the summer) in your 10W40 car.  But if you're making short drives,
stick to the 10W40.

",7
" 
   I don't doubt that this will be the attitude of many corporate leaders.
It's understandable--most corporate execs don't know much about cryptology,
and it's easy to get taken in by someone peddling snake oil.  And, the
proposed scheme *is* a major improvement in telephone security to what
exists now.
 
   The problem is that, with any security scheme of this kind, you have to
concern yourself with the weakest link in the chain.  I suspect that NSA
has put a fairly strong encryption algorithm in this wiretap chip of theirs,
probably at least as strong as (say) DES in OFB-mode.  Unfortunately, the
existence of the key-registry system seems to make possible all kinds of
possible attacks at a small fraction of the expense of trying to build (say)
a DES keysearch machine.
 
   As originally described, it sounded like any police / court combination
could acquire the key for a given chip.  I hope that's not the case, since
it would imply a glaring hole.  (How much does it cost to find *one* crooked
jodge and *one* crooked cop?  Especially for a foreign intelligence agency
or organized crime boss?)  However, even if more intelligent schemes are used
to allow access to the unencrypted phone conversations, there will be weak-
nesses.  They may be very expensive, and very difficult.  But who would
trust his/her confidential information to an encryption scheme that, for
(say) $100,000 could by cracked one time in a hundred?  (DES, for all the
complaints about a 56-bit key, would probably cost several million dollars
to build a keysearch machine for.)
 
   How many million dollars would the confidential phone messages of
the GM headquarters be worth to Nissan, Chrysler, or Audi?  How about
home phones of major execs and important engineers and designers?
""Gee, Mr Jones, I understand you've had some financial problems lately.
Maybe I can help...""
 
 
   Indeed, if NSA really designed the algorithm to be secure, it's very likely
as secure as IDEA or 2-key DES.  However, the system as a whole isn't resistant
to ""practical cryptanalysis.""  In _The Puzzle Palace_, Bamford describes how
several NSA employees were turned by foreign (presumably KGB) agents, despite
security measures that I doubt any Big 8 accounting firm could match.  And
NSA confidential data was *not* subject to being requested by thousands of
police organizations and courts across the land.",11
"Re: Problems with S3-initialization

As described the manual the following steps must be done for th initialization
of the S3 card.

InitDisplay;
	(*BIOS-Call
		with AX-Reg = 4F02H
		with BX-Reg = 105H for 1024 x 768 x 256 resolution
		Interrupt 10H *)
Unlock Register Lock 1 (CR38)
	(* For access to S3 Register Set *)
Unlock Register Lock 2 (CR39)
	(* For access to Syst. Control and Syst. Extension Register *)
Unlock Graphic Command Group (CR40)
	(* Set Bit 0 to 1 in Syst. Configuration Register *)
Unlock Advanced Display Functions
	(* Set Bit 0 to 1 in Function Control Register *)

After these operations the FIFO-stack of the S3 should be empty.
When we watch the status (Graph. Proc. Status), we always get
the value 0FH instead of 0H.
Full would mean 0FFH (8 places occupied), empty would mean 0H
(0 places occupied).

It is possible to read this register in two different ways. 
Both times we get different results.



Our machine is a 486 DX/2 with EISA bus and a S3 86C805 local bus. 

--> any ideas?",3
"Anyone around here read this yet?
Does Anita have a number?



Tony",8
"
Many X servers supporting graphics accelerators do not allow the creation
of pixmaps exeeding the size of the screen.  One workaround is to create
several smaller pixmaps and add the results.
",5
;^),10
"Two LH Research SM11-1 power supplies (series SM10).

1000W, 5V, 200A (currently wired for 115VAC)

Control lines: +/- sense, on/off, pwr. fail, high/lo margin, current monitor

(List price from LH Research $824.00 each, qty. 1-9)

Asking $350.00 for the pair obo",6
"
Snort.  Ah, there go my sinuses again.


Oh, wow.  A classic textbook.  Hey, they laughed at Einstein, too!


Yeah, I'll bet.  Tomorrow, the world.

Listen, uncontrolled studies like this are worthless.


I'm sure you are.  You sound like the typical hysteric/hypochondriac who
responds to ""miracle cures.""


Yeah, ""it makes sense to me"", so of course it should be taken seriously.
Snort.


Yeah, ""it sounds reasonable to me"".


Oh, really?  _What_ tests?  Immune-compromised, my ass.
More like credulous malingerer.  This is a psychiatric syndrome.


You know, it's a shame that a drug like itraconazole is being misused
in this way.  It's ridiculously expensive, and potentially toxic.
The trouble is that it isn't toxic enough, so it gets abused by quacks.


The only good thing about nystatin is that it's (relatively) cheap
and when taken orally, non-toxic.  But oral nystatin is without any
systemic effect, so unless it were given IV, it would be without
any effect on your sinuses.  I wish these quacks would first use
IV nystatin or amphotericin B on people like you.  That would solve
the ""yeast"" problem once and for all.


Perhaps a little Haldol would go a long way towards ameliorating
your symptoms.

Are you paying for this treatment out of your own pocket?  I'd hate
to think my insurance premiums are going towards this.
",13
